id_b;id_q;yes;no;does not matter
1;1;0,05;0,9;0,05
2;1;0,9;0,05;0,05
3;1;0,05;0,9;0,05
4;1;0,05;0,9;0,05
5;1;0,05;0,9;0,05
6;1;0,05;0,9;0,05
7;1;0,05;0,9;0,05
8;1;0,05;0,9;0,05
9;1;0,05;0,9;0,05
10;1;0,05;0,9;0,05
11;1;0,05;0,9;0,05
12;1;0,05;0,9;0,05
13;1;0,05;0,9;0,05
14;1;0,05;0,9;0,05
15;1;0,05;0,9;0,05
1;2;0,05;0,9;0,05
2;2;0,05;0,9;0,05
3;2;0,05;0,9;0,05
4;2;0,05;0,9;0,05
5;2;0,05;0,9;0,05
6;2;0,05;0,9;0,05
7;2;0,05;0,9;0,05
8;2;0,05;0,9;0,05
9;2;0,05;0,9;0,05
10;2;0,05;0,9;0,05
11;2;0,05;0,9;0,05
12;2;0,05;0,9;0,05
13;2;0,05;0,9;0,05
14;2;0,05;0,9;0,05
15;2;0,05;0,9;0,05
1;3;0,05;0,9;0,05
2;3;0,05;0,9;0,05
3;3;0,05;0,9;0,05
4;3;0,05;0,9;0,05
5;3;0,05;0,9;0,05
6;3;0,05;0,9;0,05
7;3;0,05;0,9;0,05
8;3;0,05;0,9;0,05
9;3;0,05;0,9;0,05
10;3;0,9;0,05;0,05
11;3;0,05;0,9;0,05
12;3;0,05;0,9;0,05
13;3;0,05;0,9;0,05
14;3;0,05;0,9;0,05
15;3;0,05;0,9;0,05
1;4;0,9;0,05;0,05
2;4;0,9;0,05;0,05
3;4;0,9;0,05;0,05
4;4;0,9;0,05;0,05
5;4;0,05;0,9;0,05
6;4;0,05;0,9;0,05
7;4;0,9;0,05;0,05
8;4;0,9;0,05;0,05
9;4;0,9;0,05;0,05
10;4;0,9;0,05;0,05
11;4;0,05;0,9;0,05
12;4;0,05;0,9;0,05
13;4;0,05;0,9;0,05
14;4;0,05;0,9;0,05
15;4;0,05;0,9;0,05
1;5;0,05;0,9;0,05
2;5;0,9;0,05;0,05
3;5;0,05;0,9;0,05
4;5;0,9;0,05;0,05
5;5;0,9;0,05;0,05
6;5;0,05;0,9;0,05
7;5;0,9;0,05;0,05
8;5;0,05;0,9;0,05
9;5;0,9;0,05;0,05
10;5;0,05;0,9;0,05
11;5;0,05;0,9;0,05
12;5;0,05;0,9;0,05
13;5;0,05;0,9;0,05
14;5;0,9;0,05;0,05
15;5;0,9;0,05;0,05
1;6;0,05;0,9;0,05
2;6;0,05;0,9;0,05
3;6;0,05;0,9;0,05
4;6;0,05;0,9;0,05
5;6;0,05;0,9;0,05
6;6;0,05;0,9;0,05
7;6;0,05;0,9;0,05
8;6;0,05;0,9;0,05
9;6;0,05;0,9;0,05
10;6;0,05;0,9;0,05
11;6;0,9;0,05;0,05
12;6;0,9;0,05;0,05
13;6;0,9;0,05;0,05
14;6;0,05;0,9;0,05
15;6;0,05;0,9;0,05
1;7;0,9;0,05;0,05
2;7;0,9;0,05;0,05
3;7;0,9;0,05;0,05
4;7;0,9;0,05;0,05
5;7;0,05;0,9;0,05
6;7;0,05;0,9;0,05
7;7;0,9;0,05;0,05
8;7;0,05;0,9;0,05
9;7;0,05;0,9;0,05
10;7;0,9;0,05;0,05
11;7;0,9;0,05;0,05
12;7;0,9;0,05;0,05
13;7;0,05;0,9;0,05
14;7;0,9;0,05;0,05
15;7;0,05;0,9;0,05
1;8;0,05;0,9;0,05
2;8;0,05;0,9;0,05
3;8;0,05;0,9;0,05
4;8;0,05;0,9;0,05
5;8;0,9;0,05;0,05
6;8;0,9;0,05;0,05
7;8;0,05;0,9;0,05
8;8;0,05;0,9;0,05
9;8;0,05;0,9;0,05
10;8;0,05;0,9;0,05
11;8;0,9;0,05;0,05
12;8;0,9;0,05;0,05
13;8;0,9;0,05;0,05
14;8;0,9;0,05;0,05
15;8;0,9;0,05;0,05
1;9;0,05;0,9;0,05
2;9;0,9;0,05;0,05
3;9;0,9;0,05;0,05
4;9;0,9;0,05;0,05
5;9;0,9;0,05;0,05
6;9;0,9;0,05;0,05
7;9;0,9;0,05;0,05
8;9;0,9;0,05;0,05
9;9;0,9;0,05;0,05
10;9;0,05;0,9;0,05
11;9;0,9;0,05;0,05
12;9;0,9;0,05;0,05
13;9;0,9;0,05;0,05
14;9;0,9;0,05;0,05
15;9;0,9;0,05;0,05
1;10;0,05;0,9;0,05
2;10;0,9;0,05;0,05
3;10;0,05;0,9;0,05
4;10;0,05;0,9;0,05
5;10;0,05;0,9;0,05
6;10;0,9;0,05;0,05
7;10;0,9;0,05;0,05
8;10;0,05;0,9;0,05
9;10;0,05;0,9;0,05
10;10;0,9;0,05;0,05
11;10;0,05;0,9;0,05
12;10;0,9;0,05;0,05
13;10;0,05;0,9;0,05
14;10;0,9;0,05;0,05
15;10;0,9;0,05;0,05
